label	text_a
3	[SEP]174b77d850180160a65500001703030032641902c6f2d03fec9f88016350f534d34cca2144dcc4154a9d10b70bf0e8f230d84fc2e67a2e6a44843fd3d4e17ec8[SEP]174b77d850110160ba54000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]49b42e7f501040826bf9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]49b42e7f501140826bf9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]174b77d950100160ba53000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]00000000a002721071dc0000020405b40402080a037cd9a400000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]8abdb7c6a0123890eca30000020405460402080a311c288c037cd9a4010303090000000000000000000000000000000000000000000000000000000000000000[SEP]89212b7a801000e571d400000101080a037cd9b8311c288c00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]89212b7a801800e5720000000101080a037cd9bd311c288c000300182112a442e41545b3973567a7b7f15e1f0019000411000000000d000400000e1080280004[SEP]8abdb7f28010001d52ce00000101080a311c28f0037cd9bd00000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]e14102ff40fc9d322eea6ceb6dd28b10941beec4f0c4272f21aa2a237a7e7966f3f8000000000000000000000000000000000000000000000000000000000000[SEP]263f02c5d696959511bbdae5236715f73ffb05550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e174022dff8472acf80bbd98031fa5ffeae1558cfb1e000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]773202d75e4758d92bfec5a0d831ee0ac5bc6474976a25b1df246a900fc7e2581dfd1857948f76fdadea38e05a9dcc020126b9967630b87abd87f59ba3c3d33a[SEP]e1e7023c094e0fc700679ee6ab89300c320ea6d811fc8da7b1f4ed98b2175f8f9045000000000000000000000000000000000000000000000000000000000000
4	[SEP]000100082112a442e74e6ae43605fe2af8e66d8080280004cda35b27000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100082112a442e74e6ae43605fe2af8e66d8080280004cda35b27000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0101000c2112a442e74e6ae43605fe2af8e66d80000100080001d40283caf0960000000000000000000000000000000000000000000000000000000000000000[SEP]0101000c2112a442e74e6ae43605fe2af8e66d80000100080001d40283caf0960000000000000000000000000000000000000000000000000000000000000000
1	[SEP]00000000a00272109dca0000020405b40402080a005c22d000000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]2e4d186a6012ffffec930000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2716d602501072109db6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2716d602501872109fbb00001603010200010001fc03033490d8b0d5582b2b0cbd5ba03372471d85d2465b462b98d7e9eadb0c42e3ade4206f51a9b79124f57d[SEP]2e4d1a6f5010ffff024c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]00000000000000000000000cdffe076c009a7bfd4d2d534541524348202a20485454502f312e310d0a486f73743a5b464630323a3a435d3a313930300d0a5354[SEP]00000000000000000000000cdffe076c009a7bfd4d2d534541524348202a20485454502f312e310d0a486f73743a5b464630323a3a435d3a313930300d0a5354[SEP]00000000000000000000000cdffe076c009a7bfd4d2d534541524348202a20485454502f312e310d0a486f73743a5b464630323a3a435d3a313930300d0a5354[SEP]00000000000000000000000cdffe076c009a7bfd4d2d534541524348202a20485454502f312e310d0a486f73743a5b464630323a3a435d3a313930300d0a5354[SEP]00000000000000000000000cdffe076c009a7bfd4d2d534541524348202a20485454502f312e310d0a486f73743a5b464630323a3a435d3a313930300d0a5354
2	[SEP]000000008002200035610000020405b4010303080101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3b1033766012ffff01c40000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2e3902025010faf03555000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2e3902025018faf0375a00001603010200010001fc0303ee0833cb6c7501e61c8f0fb3b1024dbdaf706bbe0acdb40df4ba09ec02cc4cc220591ee2a688d9b70b[SEP]3b10357b5010ffff177c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3	[SEP]d8590110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]d8590110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]d8590110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]d85b0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]d85b0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000
3	[SEP]3138010000010000000000000b302d656467652d636861740866616365626f6f6b03636f6d000001000100000000000000000000000000000000000000000000[SEP]3138818000010002000200020b302d656467652d636861740866616365626f6f6b03636f6d0000010001c00c00050001000008f4000c04737461720463313072[SEP]3138010000010000000000000b302d656467652d636861740866616365626f6f6b03636f6d000001000100000000000000000000000000000000000000000000[SEP]3138818000010002000200020b302d656467652d636861740866616365626f6f6b03636f6d0000010001c00c00050001000008ef000c04737461720463313072[SEP]7993010000010000000000000b302d656467652d636861740866616365626f6f6b03636f6d00001c000100000000000000000000000000000000000000000000
1	[SEP]0000000000000001ff23f69d3a00050200000100830066bf00000000ff0200000000000000000001ff23f69d0000000000000000000000000000000000000000[SEP]0000000000000001ff23f69d3a00050200000100830066bf00000000ff0200000000000000000001ff23f69d0000000000000000000000000000000000000000[SEP]0000000000000001ff23f69d3a00050200000100830066bf00000000ff0200000000000000000001ff23f69d0000000000000000000000000000000000000000[SEP]0000000000000001ff23f69d3a00050200000100830066bf00000000ff0200000000000000000001ff23f69d0000000000000000000000000000000000000000[SEP]0000000000000001ff23f69d3a00050200000100830066bf00000000ff0200000000000000000001ff23f69d0000000000000000000000000000000000000000
2	[SEP]dadf010000010000000000000563746c646c0d77696e646f777375706461746503636f6d00000100010000000000000000000000000000000000000000000000[SEP]dadf010000010000000000000563746c646c0d77696e646f777375706461746503636f6d00000100010000000000000000000000000000000000000000000000[SEP]dadf818000010005000800080563746c646c0d77696e646f777375706461746503636f6d0000010001c00c0005000100000650001f0563746c646c0d77696e64
1	[SEP]00000000a0027210743a0000020405b40402080a00424bb800000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]42e3e8146012ffff343b0000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]32be3c02501072107426000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]32be3c0250187210748b00008bd9f010c981c2f493a7e8110bacf26e8b7a372bc9fb7586e9c4aa6b2308c62f701df6de83654691d82f45260fbe703220110ea7[SEP]42e3e8795010ffff4b93000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]0000000000000001ffd6165a3a0005020000010083002c3000000000ff0200000000000000000001ffd6165a0000000000000000000000000000000000000000[SEP]0000000000000001ffd6165a3a0005020000010083002c3000000000ff0200000000000000000001ffd6165a0000000000000000000000000000000000000000[SEP]0000000000000001ffd6165a3a0005020000010083002c3000000000ff0200000000000000000001ffd6165a0000000000000000000000000000000000000000[SEP]0000000000000001ffd6165a3a0005020000010083002c3000000000ff0200000000000000000001ffd6165a0000000000000000000000000000000000000000[SEP]0000000000000001ffd6165a3a0005020000010083002c3000000000ff0200000000000000000001ffd6165a0000000000000000000000000000000000000000
4	[SEP]e3da0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]e3da0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]e3da0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]e3db0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]e3db0110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000
4	[SEP]450000a9e85a00003c1197bb83ca060383caf096003581a00095e90cf04c81800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c[SEP]45000190e85b00003c1196d383ca060383caf09600355eef017c75741b2681800001000c000400040c7361666562726f7773696e6706676f6f676c6503636f6d[SEP]450000a9e85c00003c1197b983ca060383caf0960035b7bc00958951ab7c81800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c[SEP]450000a9e85d00003c1197b883ca060383caf09600351c050095e43d6c6f81800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c[SEP]450000a9e85e00003c1197b783ca060383caf0960035279500951c1fbd9081800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c
3	[SEP]184dd51450184099331d00001703030199a59c50da9503be8cb203c24260f7205a616a1d9c4e27c853952b69a1da85256e118f4ac2870e2dc77f111f59bc6e07[SEP]a4656398501802d5c96100001703030386d31fbc8a804010583e14c1aa88dd5925ce050396b5019f89b9309c0a5b9fc180f138d11e3c33b15b9268c3d2d098f7[SEP]184dd89f50183fb6194100001703030199ccf4648c68700342001ff48b4b41d19d4e6b3ee548c56cd18fbb63347d0d97d879dedffd47780f2a687e27443c96a1[SEP]a4656536501802f6e5f200001703030394ade3afe54bf2b09549ceb440643847a4999e47b82d48ead37c39517cda21f1b74f7cd8d112664629ea3c4e57f74220[SEP]184ddc38501040995f35000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]7b22686f73745f696e74223a203230373731303834342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c202270[SEP]7b22686f73745f696e74223a203230373731303834342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c202270[SEP]7b22686f73745f696e74223a203230373731303834342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c202270[SEP]7b22686f73745f696e74223a203230373731303834342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c202270[SEP]7b22686f73745f696e74223a203230373731303834342c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c202270
1	[SEP]c3c20110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]c3c20110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000[SEP]c3c20110000100000000000020464846414542454543414341434143414341434143414341434143414341414100002000010000000000000000000000000000
2	[SEP]e44c0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e44c0000000100000000000004777061640000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]949100000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]949100000001000000000000047770616400001c0001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]000100542112a442487a394e6a755978347770640006001962653131353730663a393669655646552f3671662f34637545000000802900089322b46bddd42307[SEP]0101002c2112a442487a394e6a75597834777064002000080001e743a2d85415000800149e875c07d53677f2e5199a02f0f893d32f75e2cc802800042a941f8e[SEP]000100542112a442426e4937316f6e646c7467320006001962653131353730663a393669655646552f3671662f34637545000000802900089322b46bddd42307[SEP]0101002c2112a442426e4937316f6e646c746732002000080001e743a2d8541500080014e5e5e0880fc085d16bbce50d5346da21bd190f008028000452596529[SEP]000100542112a442475554332b556d626478446f0006001962653131353730663a393669655646552f3671662f34637545000000802900089322b46bddd42307
2	[SEP]000100542112a4424b3432374648657772786b4f0006001932616365333032333a667266636e48755264786f662b514d3900000080290008636930d4055970e6[SEP]0101002c2112a4424b3432374648657772786b4f002000080001be96a2d85403000800148f08bbd056c0a2884cb05c802065f328b768cbeb80280004621ab33b[SEP]000100542112a44254732b41666f4779516147790006001932616365333032333a667266636e48755264786f662b514d3900000080290008636930d4055970e6[SEP]0101002c2112a44254732b41666f477951614779002000080001be96a2d854030008001426035b723b90b73d45db452f0f40306fbef201c28028000439e0f1d4[SEP]000100542112a4422b49596c4d393273686f5a390006001932616365333032333a667266636e48755264786f662b514d3900000080290008636930d4055970e6
1	[SEP]7b22686f73745f696e74223a20323938393837353237332c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20323938393837353237332c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20323938393837353237332c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20323938393837353237332c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022[SEP]7b22686f73745f696e74223a20323938393837353237332c202276657273696f6e223a205b312c20385d2c2022646973706c61796e616d65223a2022222c2022
0	[SEP]4a4fdb355018fd204f4500002a050293000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]ed06b33f501040003906000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]4a4fdb355018fd204f3e00002a050294000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]ed06b345501040003900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]4a4fdb355018fd204f3700002a050295000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3	[SEP]f37c9ec5501801603443000017030300321a84fec53fe55016419a7b8fbc6256eb82f4bdae4852c13c59c8c0e569e30a7df9405df1b18594079b8ca23db71d4a[SEP]f37c9ec5501101602497000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0b80c9555010408ba1f6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0b80c9555011408ba1f6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]f37c9ec6501001602496000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]2ea6629a501172108351000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]b70253495010ffff22aa000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]b70253495011ffff22a9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2ea6629b50107210b098000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]000100542112a44253641611f8ddceffc4eaa89e000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7f00ff80290008[SEP]000100542112a44253641611f8ddceffc4eaa89e000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7f00ff80290008[SEP]000100542112a44253641611f8ddceffc4eaa89e000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7f00ff80290008[SEP]000100542112a44253641611f8ddceffc4eaa89e000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7f00ff80290008[SEP]000100542112a44253641611f8ddceffc4eaa89e000600196246786370315a67304d456e6f4c704a3a6565666431383863000000002400046e7f00ff80290008
1	[SEP]5d9e0100000100000000000004736d74700a676f6f676c656d61696c03636f6d0000010001000000000000000000000000000000000000000000000000000000[SEP]5d9e0100000100000000000004736d74700a676f6f676c656d61696c03636f6d0000010001000000000000000000000000000000000000000000000000000000[SEP]5d9e8180000100020004000404736d74700a676f6f676c656d61696c03636f6d0000010001c00c00050001000000ff001b0f676f6f676c656d61696c2d736d74[SEP]5d9e8180000100020004000404736d74700a676f6f676c656d61696c03636f6d0000010001c00c00050001000000fe001b0f676f6f676c656d61696c2d736d74
1	[SEP]00000000a00272109dca0000020405b40402080a005b91f200000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]e4bca0c56012ffffe8e70000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]25fc9c02501072109db6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]25fc9c02501872109fbb00001603010200010001fc0303ba9f44435e3286dd91b25313cd3a3c1d6b540f346b1a464fc9138cbe16a6f6b0206f51a9b79124f57d[SEP]e4bca2ca5010fffffe9f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]000100082112a4423468877f67b15356662221b6802800048e2d0903000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100082112a4423468877f67b15356662221b6802800048e2d0903000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0101000c2112a4423468877f67b15356662221b6000100080001a20583caf0960000000000000000000000000000000000000000000000000000000000000000[SEP]0101000c2112a4423468877f67b15356662221b6000100080001a20583caf0960000000000000000000000000000000000000000000000000000000000000000
1	[SEP]00c44cda50187970422f0000a21ba14b890000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]f3f521745010ffff35f6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]f3f521745018ffff1673000050bb54ba7a0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]00c44cdf50107970422a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]00c44cdf50187970422f0000a68ac130100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]000100002112a4424c74304539747369635776360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0101000c2112a4424c7430453974736963577636000100080001c9fa83caf0570000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a4424b413658446e434f356869350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]0101000c2112a4424b413658446e434f35686935000100080001c9fa83caf0570000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a4425759774e7366566c38736f300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]000000008002200086600000020405b4010303020101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]929c11c780123714fb04000002040546010104020103030800000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]99186e27501040998654000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]99186e2750184099885900001603010200010001fc03039f83936e0d3c8d043a292f305b434839fec86b66d6288c2533f2eddf0c5cad042036d9fb5d18ed4db0[SEP]929c13cc5010003c703d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]00000000a002721071e20000020405b40402080a037ef1fd00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]cd3917a3a0123890586c0000020405460402080a31243fce037ef1fd010303090000000000000000000000000000000000000000000000000000000000000000[SEP]66c6cac3801000e571da00000101080a037ef21231243fce00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]66c6cac3801800e5720600000101080a037ef28f31243fce000300182112a442f23678460f346c83c9b1d0510019000411000000000d000400000e1080280004[SEP]cd3917cf8010001dbc3b00000101080a31244214037ef28f00000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]e1d80271b5db1ceebd41e3c95411de9bec91a16320ce4a91ccad5592e527eaa4460aace2e5a7a2fed662c7a5b2ff3cb76822374cba615e4ad0a0284f536553e7[SEP]1e160240b75dd0b95f16df50fce82eddb78e9a0fae00000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e1ed027ce8bd8bcd50c74dbb3b795d64c019421ffca73fba042385c5097452a43989c861f83f00b321f6fa0a147894c90652a890277a81de6c9bc2d0af69fc95[SEP]453602b7381bd6d7e2e1b18e9d34273144f8ad3df100000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]e1f102958b19c03ecde25f7ec55a7169234757fb10a040ca915e444b51c67df865e8b79c51c9e15a1e139aef513f9d9fa9f08a6b898aa1d017a5e0af60c29f85
2	[SEP]000000000000000000010003f63414eb001e091b151a000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f63414eb001e091b151a000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f63414eb001edb7a429f00000001000000000000047770616400001c000100000000000000000000000000000000000000000000[SEP]000000000000000000010003f63414eb001edb7a429f00000001000000000000047770616400001c000100000000000000000000000000000000000000000000
2	[SEP]0000000080022000aaea0000020405b4010303080101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]83946d856012ffff02860000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]22d116025010faf0aade000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]22d116025018faf0ab830000474554202f70722f33393136384437452d303737422d343845372d383732432d4232333243334537323637352f4f66666963652f[SEP]83946e2a5010ffff199e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]000000008002ffff2f140000020405b4010303080101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]28d6f0036012ffffdb4a0000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]06e3ac025010ffff2f08000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]06e3ac025018ffff2fbd000016030300b0010000ac0303552d393ade53509dd66de932f084d136649686d899a2fad686e3724eee0e4dde000030c028009f009e[SEP]28d6f0b85010fffff252000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	[SEP]00000000a002721025cb0000020405b40402080a0052bf2f00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]29f6c6fe6012ffff9f270000020405b4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]5333ce025010721025b7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]5333ce025018721027bc00001603010200010001fc030317944d4e1b32d495d950d19ff48e791cfbb0e5c5418c95b394ba59f3a5789df7205c444b1678f7ae8d[SEP]29f6c9035010ffffb4df000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0	[SEP]f32a1a2e5018fd20e04100001703020030f19322e5cc9b9e56cb71d2ebcd888582913f7f1306dd66a2585a5be6a182cc424efa3c77bcb67900155fe478e887b0[SEP]095c8e7350104000c7d2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]f32a1a2e5018fd20a428000017030200b0ef85fa95bb9ec3a92d218439b738b5bf17c15eb09411dd3f242e5bdbbef16cb289953f87773a83c54c0badc127a122[SEP]095c8f2850184000d837000017030201004b8e2ed15bdbf326095e98d9383e546045f484165634b61aaf760f4dfb25432e1cccb38cc1ee1eee40ad66ac34ec1f[SEP]095c8f28501840001adb00001703020060fa230d2b631f30bbab61569b7c37cc07d3ef7bda8c929b3521b41163ab5bfb9bdd3ee045c9673f2cbcf9f0aa7a3f10
4	[SEP]00000000a002721071e90000020405b40402080a03760a3700000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]08fc2805a0123890a8a70000020405460402080a310094e603760a37010303090000000000000000000000000000000000000000000000000000000000000000[SEP]924eb7f6801000e571e100000101080a03760a4b310094e600000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]924eb7f6801800e5720d00000101080a03760ae6310094e6000300182112a442eb8dd0ea984b8471cd799bc40019000411000000000d000400000e1080280004[SEP]08fc28318010001d0be500000101080a310097a103760ae600000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]000300182112a4422a76170de11a817a666d76fc0019000411000000000d000400000e10802800042a26d68a0000000000000000000000000000000000000000[SEP]011300542112a4422a76170de11a817a666d76fc0009001000000401556e617574686f72697a6564001500283963343431393535653838613234663732383531[SEP]000300842112a442d14300c939b3c908a4e0bafd0019000411000000000d000400000e100006001070357336594e696742304638565a77710014000d7475726e[SEP]010300382112a442d14300c939b3c908a4e0bafd002000080001c434a2d854d4001600080001f1928ceeeb1f000d00040000038400080014aa4c6463523d6544
1	[SEP]cc670110000100000000000020464845504643454c45484643455046464641434143414341434143414341424e00002000010000000000000000000000000000[SEP]cc68011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]cc68011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]cc68011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000[SEP]cc6c011000010000000000002045444550454f45504643434e45494641434e464b444544414441434e4648434100002000010000000000000000000000000000
2	[SEP]000100002112a442767467456563344c6d7a38770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a442767467456563344c6d7a38770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a442767467456563344c6d7a38770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a442767467456563344c6d7a38770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]000100002112a442767467456563344c6d7a38770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	[SEP]50ff82b9801802f3137c00000101080a03814303a110c2ee1703030040ab72d16c1b7b8c2ff4a0a2259ecdb306fda3699fed7f1d107287ea6ff2108f63f962bf[SEP]8d5ce46e80180215916500000101080aa111a69a038143031703030040b8a3dcfe5a44cb6c6dd568ca3f9fd4bf89a26f319204fddba7816e14af5a075d47a59a[SEP]50ff82fe801002f3133700000101080a03814313a111a69a00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]50ff82fe801802f3137c00000101080a03817bdda111a69a17030300400ac234101c972d65e980d20e8b7b43b78529c75736632dabe62cf144b58e9378d623d1[SEP]8d5ce4b380180215365100000101080aa1128a0003817bdd170303004088ef4786ad6bbd4738469a24f795b9937891427497a9ff32ae51884dd9e77354426689
2	[SEP]000000000000000000010003e0e914eb001e6a3b368f000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003e0e914eb001e6a3b368f000000010000000000000477706164000001000100000000000000000000000000000000000000000000[SEP]000000000000000000010003e0e914eb0023ca1317ad00000001000000000000096e706962646566393800001c00010000000000000000000000000000000000[SEP]000000000000000000010003e0e914eb0023ca1317ad00000001000000000000096e706962646566393800001c00010000000000000000000000000000000000
3	[SEP]957a01000001000000000000037777770866616365626f6f6b03636f6d0000010001000000000000000000000000000000000000000000000000000000000000[SEP]957a81800001000200020002037777770866616365626f6f6b03636f6d0000010001c00c00050001000009e1000c04737461720463313072c010c02e00010001[SEP]9afa01000001000000000000037777770866616365626f6f6b03636f6d00001c0001000000000000000000000000000000000000000000000000000000000000[SEP]9afa81800001000200020002037777770866616365626f6f6b03636f6d00001c0001c00c00050001000009e1000c04737461720463313072c010c02e001c0001
1	[SEP]00000000800220003b1f0000020405b4010303020101040200000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]2a07d5da8012a7946a60000002040546010104020103030700000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3155182e5010409911c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]3155182e501840995650000016030100b1010000ad030300629560185a9590f42462a195b43fe38b0deecc3d678219764e52073fbf73a300002ec02bc02fc00a[SEP]2a07d69050100158504b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4	[SEP]00000000a002721071e20000020405b40402080a037ef1fd00000000010303070000000000000000000000000000000000000000000000000000000000000000[SEP]f3e148e4a012389064bb0000020405460402080a31243fcd037ef1fd010303090000000000000000000000000000000000000000000000000000000000000000[SEP]d876e127801000e571da00000101080a037ef21131243fcd00000000000000000000000000000000000000000000000000000000000000000000000000000000[SEP]d876e127801800e5720600000101080a037ef26231243fcd000300182112a44257f8af4642e4cbb97de51f360019000411000000000d000400000e1080280004[SEP]f3e149108010001dc96d00000101080a3124415d037ef26200000000000000000000000000000000000000000000000000000000000000000000000000000000
